filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00001.wav,0.4017773,0.09029721,0.09246995,0.0038519748,1280.783900790562,409413.819009732,1921.7466622114312,197987.42916699607,2894.393780048077,3399108.529825747,0.03956580528846154,0.0015948036577574597,4.7443533e-05,0.005687032,-54.32564,292.78445,103.359375,-266.53107,15249.97,116.67671,420.18933,17.117645,521.4162,45.66341,191.54529,15.807183,174.35744,24.914494,92.02282,-1.1644391,370.7517,23.793524,81.64854,-1.4512695,223.21712,11.245294,66.12653,0.55152524,63.897583,9.926491,43.533714,0.81666094,46.494698,5.2523727,44.821815,-3.0055733,29.407211,1.6224799,39.717197,1.2956789,21.996435,0.11645801,19.852303,-0.84291166,21.263311,0.38653293,21.941433,blues
blues.00001.wav,0.34619915,0.091230795,0.09397031,0.0014787889,1517.4623714462116,216623.0442111201,2097.8396345573206,116583.7386559683,3483.2440655048076,2151983.8004498794,0.04999248798076923,0.0006276584941254565,9.675698e-06,0.004786317,-44.07507,243.32257,67.99958882,-202.14558,5106.0137,128.56396,374.957,9.200203,737.3522,36.040253,201.09726,-8.335864,164.77737,20.41953,134.89781,-14.08752,203.40248,30.190586,109.67722,-14.848852,130.75204,11.3237915,172.36682,-7.3705435,91.24926,12.745098,84.4884,-1.9089215,103.343285,13.345234,49.605064,-2.5753808,54.9823,3.484158,59.656414,-4.7576895,57.762737,-2.062355,27.554665,-0.12457215,40.53947,-1.4771767,33.801933,blues
blues.00001.wav,0.33790725,0.08327846,0.097317606,0.001410288,1313.8724289126842,154778.65213351327,1517.7174229178004,112804.92875475304,2560.5463115985576,814352.8375484886,0.07730243389423076,0.001931333668838591,0.00022531908,0.0051575126,-44.117325,305.1855,107.66601562,-197.23317,4932.379,150.33276,376.34946,-32.0591,884.46185,44.97871,178.15251,9.588902,162.21278,10.970156,188.95381,-7.208317,102.431114,20.680897,84.75851,-4.2792,91.18597,11.601729,72.87868,-5.015089,61.165302,1.9568104,79.966484,-6.922445,36.438095,0.26809743,54.323944,-10.299161,66.14979,-4.7196493,63.37772,4.5673275,79.639244,4.6851654,70.87605,-1.3543277,105.109314,2.1051598,96.33112,blues
blues.00001.wav,0.33110937,0.09416995,0.08516866,0.0026629437,1482.6529952738265,645886.4682753148,1912.78476617212,354698.1541209425,3232.879169170673,4159724.8861861997,0.055885667067307694,0.0018824067905809753,0.00014760811,0.0040891822,-46.298294,288.97745,112.34714674,-228.43953,9521.396,135.80325,1002.4976,0.48826545,441.99988,32.309437,276.45963,4.1648197,156.85432,29.942942,117.754196,-10.361608,181.44955,19.184011,169.603,-11.121745,158.26872,12.923997,93.26753,-5.095414,59.322903,8.275437,97.425186,-6.676665,40.709743,0.55026,60.81522,-5.686752,40.06019,4.5822964,97.97822,-0.9504842,45.831665,-1.9479977,34.40003,-4.2966957,26.890203,-2.4567323,37.831024,blues
blues.00001.wav,0.3517535,0.10128301,0.08781326,0.0022130443,1731.3952796598264,570385.4780172105,2152.7477487430783,154134.64775689025,4102.240835336538,2499096.9329062295,0.06530198317307692,0.001955551565046141,0.00016537705,0.0041614785,-43.80636,247.00696,161.49902344,-205.7389,6784.2173,123.60128,459.08173,2.4678063,177.1165,32.60523,350.76147,-4.52634,151.49759,26.622765,133.2725,-18.444235,299.80145,27.31236,163.79065,-15.583834,170.86005,16.85502,84.24964,1.1294934,118.9973,16.576632,73.26521,-3.7017162,77.80687,3.775161,41.040333,-9.003138,58.646084,5.3281064,44.23027,0.1419004,62.639656,-0.0961907,70.9496,-3.05526,50.032364,2.825436,31.856724,blues
blues.00001.wav,0.32934305,0.103989094,0.09258585,0.0018586568,1494.575167693991,230597.9047073965,2192.000818116939,153398.34878047893,3689.71435546875,2928327.4021666786,0.03781174879807692,0.00017312491433860283,0.00019370856,0.004175473,-45.484932,237.43486,184.5703125,-224.07617,5565.357,123.816284,521.0026,21.103317,118.58886,40.3367,222.09937,-2.5244954,340.55463,28.119822,129.59793,-11.51988,82.043045,26.633545,87.86936,-15.26348,112.395615,15.05973,108.776474,-15.305637,106.95345,5.918177,90.53095,-1.4787443,56.34181,4.7371016,45.049614,-8.874644,64.88247,3.4764187,39.900166,-1.0643975,63.54169,-0.2924456,44.02364,-0.5972072,28.456984,2.465755,49.359013,blues
blues.00001.wav,0.34351936,0.09584701,0.08947128,0.0021713073,1573.1729332034652,256465.37394083227,2186.3589415521665,157388.677590047,3840.529597355769,3020351.237319489,0.05181039663461538,0.0006408700435119268,0.0001357128,0.0038073822,-45.728687,245.01128,107.66601562,-220.09703,7066.953,122.35996,373.0465,14.6028185,308.3794,43.141724,303.96155,2.6771932,264.72473,25.410221,156.86227,-12.610726,163.75862,24.30812,93.37315,-14.719821,135.23302,18.411385,109.69876,-13.139498,59.609318,4.7011485,58.954514,-1.7222831,72.16955,7.204242,36.377155,-8.129556,46.61817,2.1726274,32.438313,-0.6255853,44.59857,-0.93004656,32.66259,-3.20976,60.716133,1.7508174,46.858276,blues
blues.00001.wav,0.3286374,0.099801496,0.109821714,0.0032748787,1884.038211722182,504605.7092495251,2335.415698930751,132028.68412267315,4540.027418870192,3020140.386913514,0.07060171274038461,0.0031363879576237243,0.00021100821,0.0066181095,-46.590435,211.67403,69.83741554,-170.26183,4731.4155,113.99045,632.816,14.703892,297.1717,32.571224,143.68767,-8.03314,220.6662,25.66095,99.73316,-13.752133,128.01723,26.655703,159.6308,-16.42555,123.60948,17.741955,89.863686,-10.850667,84.52907,3.8336346,82.18817,-4.306189,67.821945,7.0590916,82.80125,-7.1900635,39.041344,2.2612436,48.452705,-4.7614837,41.093395,1.1524609,45.264484,-1.0859354,63.073654,-0.6194585,49.60058,blues
blues.00001.wav,0.3299644,0.09012654,0.110379286,0.0010711993,1669.6777415329318,237070.99753269347,2174.0909260977232,105165.46680264674,3982.648737980769,2427261.4205199587,0.05913461538461538,0.0005450000988661184,0.00013435681,0.007294526,-42.00257,228.56615,103.359375,-165.95361,3034.255,123.84603,389.99893,5.651572,196.49405,41.729267,404.4643,-8.9217415,192.81172,22.210302,96.53855,-15.815079,90.2622,32.915653,68.30035,-18.098228,112.10664,13.618321,76.54515,-12.472373,89.57494,3.0863104,105.28378,-5.41268,63.19381,7.7614717,64.3518,-8.144817,46.327343,2.1069806,46.709217,-6.771123,44.299534,6.570967,42.69942,5.9353213,34.880753,2.6199389,66.37928,blues
blues.00001.wav,0.29436076,0.08251507,0.09439046,0.0030362536,1378.0660447872626,209719.2635993039,1935.8164157058022,166556.69064574465,3199.751164362981,2075947.392097768,0.047119140625,0.0004027082369877742,4.6867146e-05,0.005539845,-46.893852,281.40533,66.25600962,-218.1175,10054.401,133.39066,440.8838,5.1199455,171.7774,37.58229,130.40349,0.55897343,250.56554,26.08876,110.03624,-5.215982,112.64589,24.497036,210.75986,-10.00912,131.6441,9.531547,69.563705,-5.75367,65.89255,2.9941933,56.493034,-5.80169,47.098686,4.714153,153.7477,-8.039095,41.648632,-1.2397056,39.538696,-2.568064,86.99495,3.041578,32.17802,-0.44520885,20.138916,2.4763763,18.383358,blues
blues.00002.wav,0.37058383,0.091087446,0.15081692,0.0024133448,1677.6989226693167,433776.27665071405,1795.7433605027672,56932.46446180385,3300.7915790264424,1076708.3869151461,0.07798602764423077,0.004531978587427081,1.5434207e-05,0.010529448,-42.18667,235.48354,161.49902344,-114.70075,3206.8586,129.31041,1107.274,-25.68705,348.25052,34.934654,217.19675,-17.62577,311.98233,27.660408,125.94551,-16.622725,177.5253,4.9843035,202.29594,-13.170805,71.35327,5.413443,110.26981,-17.335548,65.68627,1.8933556,61.504116,-8.801988,45.483486,-3.9905324,58.307556,-9.495915,29.857742,2.9161434,36.12482,-7.1814256,44.498253,-2.9043207,49.391468,-2.0622091,38.606968,-4.316792,22.711027,blues
blues.00002.wav,0.38371664,0.08482854,0.16630329,0.0013228586,1338.9885133971134,68318.14091539817,1661.1541102143806,49024.12315407314,2666.141826923077,467365.33050480677,0.05928485576923077,0.00024323017639521312,2.7631564e-05,0.012596333,-38.52914,267.51712,161.49902344,-105.128044,2780.9253,153.00507,180.97412,-22.927994,355.6434,35.25431,142.72212,-17.695719,143.56563,24.908382,55.685337,-9.744454,83.89614,15.666274,62.164227,-10.367274,82.55095,7.986925,41.180096,-11.890582,48.840317,7.510889,49.770924,-8.255494,52.27078,-1.1292899,63.58032,-9.4328985,44.805492,3.6085098,49.531322,-7.443378,65.76169,-0.45471796,47.314415,-1.2418494,51.484653,-0.66023856,27.13869,blues
blues.00002.wav,0.38001522,0.08659198,0.17548147,0.0019803813,1593.0194267063089,152251.059383389,1784.0133391190109,79303.57065718524,3226.9989483173076,917572.2942445405,0.07430889423076924,0.0005078527913291073,-5.65347e-05,0.0155749535,-36.455177,250.60162,161.49902344,-83.25113,2496.912,142.1282,384.59705,-30.3034,320.9932,35.717113,117.106,-20.404425,138.80884,29.213446,69.25341,-16.108995,118.27478,12.687152,97.00311,-13.43153,60.570988,10.879907,48.32584,-13.157647,34.68207,5.04434,32.924835,-9.0982485,59.81711,1.1635944,39.872925,-6.6485443,38.286987,4.4944234,29.185137,-8.332792,44.339146,-3.1355379,40.26857,-4.455408,47.1825,-1.4603723,34.42608,blues
blues.00002.wav,0.3978701,0.08081804,0.17693044,0.001897987,1441.000414097492,92470.71993446579,1700.3303005420837,52297.65869129061,2867.14599609375,643041.6703833983,0.06526442307692308,0.0003361832319632084,-3.368623e-05,0.014471905,-35.361736,269.80298,161.49902344,-88.02341,3067.036,150.99794,239.51456,-29.062712,391.90396,36.477333,70.89288,-17.882963,145.19722,26.736174,72.80646,-12.4678955,82.72066,15.847001,57.277203,-12.951345,72.903946,10.948147,42.64655,-12.717252,37.721325,8.337904,68.719,-10.306962,75.561295,-0.77799857,49.395145,-9.803996,43.619473,5.7551413,41.227856,-5.4710803,49.354137,2.9605074,27.637798,-0.2927607,53.79602,-1.1415006,28.05229,blues
blues.00002.wav,0.35881767,0.08834058,0.1831227,0.0015986409,1541.7736511459336,144721.71519389623,1728.5624129863452,64759.43256654092,3059.6197040264424,763654.9068823721,0.0767578125,0.0010140470358041616,2.705677e-05,0.016339121,-36.506104,262.93,161.49902344,-84.7229,3248.1926,145.08948,371.38803,-32.415356,306.0725,36.778206,103.272385,-18.719147,129.12486,27.204977,49.839024,-14.705687,90.6763,12.00273,56.918777,-12.985919,76.933624,9.031215,62.99552,-16.784897,60.73876,3.7932072,48.46776,-8.555327,62.619606,-3.306951,62.20661,-11.582589,31.725567,1.4901956,39.811035,-9.833849,35.2544,-2.028124,24.245823,-4.452122,31.589277,-3.2417374,37.355606,blues
blues.00002.wav,0.36463812,0.087918974,0.15149164,0.0019534214,1597.0947116478544,261310.18337425956,1734.2386522319277,114851.36826383369,3177.7210411658652,1317816.4709083075,0.07379432091346154,0.0006760721517032421,-6.811076e-06,0.011705623,-37.424633,277.53558,151.99908088,-119.63975,4877.4194,137.89902,1098.4539,-31.705048,423.1955,40.965294,250.7137,-14.782079,210.319,26.421785,75.27134,-17.771376,150.30405,7.0814805,164.51007,-14.896575,99.97668,8.298197,111.05819,-17.935036,104.07192,2.2926097,87.080696,-8.342341,102.42688,-0.68995774,73.427055,-9.002245,37.88423,4.0928473,36.280403,-9.989467,45.907436,-2.6970937,53.702736,-2.3435512,59.60816,-0.99160635,31.791943,blues
blues.00002.wav,0.30007154,0.08301102,0.16930053,0.0017860782,1400.0893050091665,81380.90567451922,1522.6553750855903,95799.47342526936,2560.215031550481,506559.67045468686,0.07764423076923077,0.00047733227882159533,3.449662e-05,0.018348036,-37.70841,290.39313,161.49902344,-104.81032,3261.5115,155.34654,356.05966,-41.25615,657.86176,27.776747,104.91057,-13.8875885,94.63172,23.293823,66.30748,-12.310532,103.45945,9.691223,83.65965,-11.89689,70.03816,9.248568,29.446281,-13.3566065,70.55066,4.151188,68.01115,-6.216019,64.26152,-2.9555871,72.370445,-11.414572,28.893288,-0.28330418,48.808342,-11.9817095,41.320663,-6.2996135,48.72843,-7.894273,23.695347,-0.48302102,21.46713,blues
blues.00002.wav,0.3613405,0.07930168,0.18925203,0.0030452055,1549.1415878874639,47107.98477693316,1788.295599706684,45095.66535083678,2927.107684795673,473816.26232209994,0.07825270432692308,0.0003617930553368563,-3.5527235e-05,0.021043027,-34.418076,248.31216,161.49902344,-73.82578,2474.6797,142.6421,151.97333,-31.614502,334.12375,27.729744,69.482346,-11.385503,78.73487,27.56975,44.125458,-17.430618,63.203335,16.631315,45.679203,-14.272472,32.412292,16.795744,37.113243,-13.403618,41.46235,12.295183,34.124973,-13.379475,31.783184,4.5291624,23.532043,-13.060948,24.158068,0.79390866,24.255077,-10.630082,39.307274,0.8716528,78.35214,-5.425582,41.158943,1.0772971,23.022194,blues
blues.00002.wav,0.33415723,0.08120955,0.1952848,0.0038159792,1705.729335793462,75603.19520050491,1882.2820233451557,46835.6412986659,3325.886042668269,527663.7452056422,0.08994891826923077,0.0009700407784366043,2.3826784e-05,0.02421908,-34.16064,235.25786,161.49902344,-73.82685,2891.2693,131.04564,279.52264,-31.19252,426.48242,29.466301,94.52828,-11.447402,87.89153,29.540466,62.95632,-19.931396,61.981586,14.951154,47.388294,-15.742939,30.510967,15.950974,31.395073,-14.038167,30.478035,12.093907,22.568584,-15.046364,22.412497,2.6536725,23.26316,-12.938306,33.55779,4.834583,37.816128,-7.569892,58.28913,2.2111466,65.399345,-6.698001,38.417397,-2.366848,28.51917,blues
blues.00002.wav,0.392612,0.078212336,0.18654276,0.0054853624,1678.9369732406558,67798.3900980121,1901.8428306908722,49350.20003707194,3283.6478365384614,511562.5661885245,0.08280874399038461,0.0004874878522207046,-3.1739767e-06,0.019593624,-36.366753,227.69649,161.49902344,-73.762764,2743.941,132.78491,284.66483,-28.6811,471.79538,26.587727,73.36199,-10.046905,114.3459,29.1624,66.77568,-13.088042,42.451714,20.571095,45.145752,-10.962213,45.470398,15.716759,20.971766,-12.978651,19.693235,12.364654,28.73299,-12.233209,21.476408,4.618229,26.629263,-8.7572565,20.207088,6.363178,25.13301,-7.36189,25.511238,1.8467839,19.191113,-6.508485,30.438318,-1.9774362,36.5504,blues
blues.00003.wav,0.37080756,0.10109374,0.13939622,0.008855053,860.8846906179639,86234.60588268391,1375.8784220354598,75011.66781450946,1636.0265174278845,581989.8118684982,0.02470703125,0.00021834593552809498,5.0671693e-05,0.022664605,-55.693607,276.97107,63.02400915,-228.2259,5377.722,157.79218,345.4458,5.6490083,288.63684,25.817139,84.78984,7.1383743,150.54436,9.39256,97.71362,1.0389258,69.66403,8.889496,63.270702,1.6759261,61.995426,7.82692,20.708096,2.7244673,44.17836,4.6874337,21.066444,-1.7626289,22.213198,-0.60283816,24.278992,-0.8691318,30.993027,1.7609982,29.220682,1.9301169,24.491076,3.0338783,14.531387,-0.12585543,25.014303,-4.1509585,27.47609,blues
blues.00003.wav,0.39252833,0.09798328,0.1468267,0.007072227,942.6433346486912,144791.6370786189,1395.3119758670873,118758.74056157132,1853.5946890024038,874332.0820772084,0.031982421875,0.0003193791096027081,-1.278752e-05,0.02343209,-52.75782,298.36652,63.02400915,-217.84048,6809.077,158.71727,550.78925,-2.333282,331.20462,31.021568,143.09642,3.9162815,272.5827,9.373768,76.762245,0.7403483,87.422104,11.844784,52.238087,1.9400452,73.08873,10.509805,51.4458,2.5555875,51.713566,2.6763005,31.966743,-3.3539515,26.757654,0.3118001,51.5826,-2.3634999,36.31991,-0.08857362,39.571095,-0.94333285,22.707752,1.2479026,20.612196,2.7607074,29.462763,-0.81684256,37.67192,blues
blues.00003.wav,0.4219823,0.09387847,0.13835426,0.0071807676,900.400091558422,95563.42007999853,1368.5727148694623,105170.915204966,1702.19970703125,579682.0973877723,0.02808368389423077,0.0002449594446893275,9.4754805e-06,0.019926539,-53.406475,298.81418,63.02400915,-218.82231,5547.622,164.61838,543.1937,0.8249599,284.83548,24.815779,174.73784,4.97527,228.4946,7.4209504,89.60359,-0.559954,37.866917,13.253538,52.360043,2.5286202,58.519646,8.639396,54.621708,2.8177073,87.65488,5.6371946,35.064705,-1.1707168,37.714,-3.4226906,35.112583,-8.544189,24.649977,-2.6476758,22.009525,0.89889175,43.46699,4.1886964,34.83051,2.2572734,19.717451,-1.5912759,17.001644,blues
blues.00003.wav,0.44494918,0.08672632,0.12884751,0.0048893066,1127.1087916883746,203227.92566608638,1671.9690146406049,207143.33257683832,2401.1177884615386,2072376.8661387572,0.03407451923076923,0.0002593443379599667,-8.561432e-05,0.014647666,-51.201824,269.58038,61.5234375,-196.94183,5836.1665,150.69812,680.9171,8.545904,174.29898,28.453493,110.61723,-2.4313192,146.93678,15.928343,136.25555,-10.882599,288.6771,10.685408,73.27915,2.3306315,80.60273,11.208479,67.32257,-1.4194949,51.976196,6.7678432,40.425014,-5.283739,37.988422,1.9372267,20.256409,-1.1856229,29.959045,1.010585,27.158339,-3.229103,28.055874,-0.8577338,40.947887,-1.2572489,18.717262,-0.99490476,39.24575,blues
blues.00003.wav,0.40185997,0.09143134,0.12502758,0.00655157,1239.708351183453,222637.84705213,1748.8817188046532,210760.44906250294,2735.79345703125,2180752.637274907,0.03943434495192308,0.0004706558955491647,0.00012903116,0.015360725,-52.068356,260.40366,95.703125,-196.39102,5909.3203,145.96812,476.25046,2.602847,282.3696,21.712893,154.84384,1.0115039,203.13492,16.538733,140.82927,-11.261362,273.13177,7.9551196,73.912445,-1.5328817,112.92813,8.158581,118.46196,-5.8623466,90.98421,7.4878774,60.442425,-3.7688665,74.65496,2.1763875,45.803265,-0.8951114,51.417526,0.67042303,48.478657,-2.101617,52.26819,-2.1506798,42.138794,-3.4299755,44.365868,-2.2541811,30.515888,blues
blues.00003.wav,0.39985406,0.09881066,0.15154284,0.0058803973,1252.8360546297338,324978.13347139716,1809.9303827977046,240823.47423089744,2760.556640625,2590619.3158589876,0.04011042668269231,0.0008508356224150346,-3.529928e-05,0.021145033,-50.626152,243.82387,103.359375,-179.01315,4131.3643,141.68002,585.2668,11.105156,206.35968,30.586521,128.20078,-1.0008432,286.0062,22.81316,74.75991,-12.34178,154.35316,5.7679586,66.919495,-7.1309624,119.148186,11.972215,87.32782,-7.5178638,137.26016,7.423258,47.385643,-5.020018,51.52289,-2.7199094,81.653145,-2.1615045,35.543934,1.029714,64.890625,-7.6022096,70.71609,0.18461089,34.32974,-2.1855812,28.616243,-5.550939,33.53058,blues
